day,calm,angry,fear,sad,happy,emotion_score,rolling_mean,rolling_std,rolling_min,rolling_max,drift_score
4,49.51,0.16,6.85,74.85,-31.38,-1.132,-1.102,0.0305122926047847,-1.132,-1.071,0.1984371735737085
5,48.64,0.25,7.92,72.28,-29.08,-1.095,-1.11,0.0194679223339318,-1.132,-1.095,0.1909078267836666
